"scientific_name","common_name","stock_name","stock_area","overfishing","overfished","assessment_level","last_assessment","catch_gap","abundance_gap","LH_gap","comp_gap","eco_gap","Complexity.in.Reproductive.Strategy","Habitat.Specificity","Prey.Specificity","Exposure","Sensitivity","tmax","tm","rho","Fmsy_over_M","MASPS","margsd","Loo","K","M","r","status","tmax2","margsd2","rho2","Fmsy_over_M2","status2","avg_p_score","avg_s_score","score"
"Sebastes _ paucispinis","Bocaccio","Bocaccio - Southern Pacific Coast","Southern Pacific Coast","No","No",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,3,1,2,2,1,3,1.42857142857143,2.07692307692308,1.75274725274725
"Sebastes _ paucispinis","Bocaccio","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ pinniger","Canary rockfish","Canary rockfish - Pacific Coast","Pacific Coast","No","No",2,3,1,3,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,3,1.28571428571429,2.15384615384615,1.71978021978022
"Sebastes _ pinniger","Canary rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ polyspinis","Northern rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1.28571428571429,1.84615384615385,1.56593406593407
"Sebastes _ polyspinis","Northern rockfish","Northern rockfish - Bering Sea / Aleutian Islands","Bering Sea / Aleutian Islands","No","No",2,3,0,3,3,3,3,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,3,1,1,1,2,3,1.28571428571429,2.23076923076923,1.75824175824176
"Sebastes _ polyspinis","Northern rockfish","Northern rockfish - Western / Central Gulf of Alaska","Western / Central Gulf of Alaska","No","No",2,3,0,3,3,3,3,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,3,1,1,1,2,3,1.28571428571429,2.23076923076923,1.75824175824176
"Sebastes _ proriger","Redstripe rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ reedi","Yellowmouth rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ ruberrimus","Yelloweye rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,2,1,2,2,1,2,1.5,1.92307692307692,1.71153846153846
"Sebastes _ ruberrimus","Yelloweye rockfish","Yelloweye rockfish - Gulf of Alaska","Gulf of Alaska","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,2,1,2,2,1,2,1.5,1.92307692307692,1.71153846153846
"Sebastes _ ruberrimus","Yelloweye rockfish","Yelloweye rockfish - Pacific Coast","Pacific Coast","Unknown","Unknown",2,2,1,3,3,2,3,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,2,1,2,2,1,2,1.5,2.07692307692308,1.78846153846154
"Sebastes _ rufus","Bank rockfish","Bank rockfish - California","California","Unknown","Unknown",1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.84615384615385,1.56593406593407
"Sebastes _ saxicola","Stripetail rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,2,1.35714285714286,1.92307692307692,1.64010989010989
"Sebastes _ saxicola","Stripetail rockfish","Stripetail rockfish - Pacific Coast","Pacific Coast","Unknown","Unknown",2,1,0,3,3,3,3,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,2,1.35714285714286,2,1.67857142857143
"Sebastes _ variabilis","Dusky rockfish","Bering Sea / Aleutian Islands Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1.35714285714286,1.76923076923077,1.56318681318681
"Sebastes _ variabilis","Dusky rockfish","Dusky rockfish - Gulf of Alaska","Gulf of Alaska","No","No",2,3,0,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,3,1.35714285714286,2.15384615384615,1.75549450549451
"Sebastes _ variegatus","Harlequin rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ wilsoni","Pygmy rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ zacentrus","Sharpchin rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ zacentrus","Sharpchin rockfish","Sharpchin rockfish - Pacific Coast","Pacific Coast","Unknown","No",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastolobus _ alascanus","Shortspine thornyhead","Bering Sea / Aleutian Islands Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,3,3,3,1,2,1,1,3,1,1,2,2,1,1,1,2,1,2,3,1,2,1.71428571428571,2,1.85714285714286
"Sebastolobus _ alascanus","Shortspine thornyhead","Shortspine thornyhead - Gulf of Alaska","Gulf of Alaska","Unknown","Unknown",2,2,2,2,2,2,2,3,3,3,1,2,1,1,3,1,1,2,2,1,1,1,2,1,2,3,1,2,1.71428571428571,2,1.85714285714286
"Sebastolobus _ alascanus","Shortspine thornyhead","Shortspine thornyhead - Pacific Coast","Pacific Coast","No","No",2,2,0,3,2,3,3,3,3,3,1,2,1,1,3,1,1,2,2,1,1,1,3,1,2,3,1,3,1.71428571428571,2.23076923076923,1.97252747252747
"Sebastolobus _ altivelis","Longspine thornyhead","Longspine thornyhead - Pacific Coast","Pacific Coast","No","No",2,2,2,3,3,3,3,2,2,2,2,2,1,1,3,1,2,2,1,1,1,1,3,1,2,3,1,3,1.5,2.53846153846154,2.01923076923077
"Seriola _ dumerili","Greater amberjack","Greater amberjack - Gulf of Mexico","Gulf of Mexico","Unknown","Unknown",2,3,0,1,1,3,3,3,3,3,1,3,2,2,2,1,2,2,3,2,3,2,2,2,2,2,1,2,2.42857142857143,1.76923076923077,2.0989010989011
"Seriola _ dumerili","Greater amberjack","Greater amberjack - Southern Atlantic Coast","Southern Atlantic Coast","No","No",2,3,1,2,3,2,3,3,3,3,1,3,2,2,2,1,2,2,3,2,3,2,3,2,2,2,1,3,2.42857142857143,2.15384615384615,2.29120879120879
"Sicyonia _ brevirostris","Brown rock shrimp","Brown rock shrimp - Southern Atlantic Coast","Southern Atlantic Coast","Unknown","Unknown",1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2.07142857142857,1.69230769230769,1.88186813186813
"Somniosus _ pacificus","Pacific sleeper shark","Gulf of Alaska Shark Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,3,3,1,3,2,1,2,3,1,3,2,1,1,1,2,2,3,2,3,2,2,2,2
"Sparisoma _ aurofrenatum","Redband parrotfish","Caribbean Parrotfishes Complex","","Unknown","Unknown",1,2,2,2,2,2,2,2,1,3,1,2,3,3,1,1,3,2,1,3,3,3,2,3,2,1,1,2,2.42857142857143,1.61538461538462,2.02197802197802
"Sparisoma _ chrysopterum","Redtail parrotfish","Caribbean Parrotfishes Complex","","Unknown","Unknown",1,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,3,1,1,3,3,3,2,3,1,1,1,2,2.28571428571429,1.69230769230769,1.98901098901099
"Sparisoma _ chrysopterum","Redtail parrotfish","Redtail parrotfish - Caribbean","Caribbean","Unknown","Unknown",1,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,3,1,1,3,3,3,2,3,1,1,1,2,2.28571428571429,1.69230769230769,1.98901098901099
"Sparisoma _ rubripinne","Redfin parrotfish","Caribbean Parrotfishes Complex","","Unknown","Unknown",1,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1,3,3,3,2,3,1,1,1,2,2.21428571428571,1.69230769230769,1.9532967032967
"Sparisoma _ viride","Stoplight parrotfish","Caribbean Parrotfishes Complex","","Unknown","Unknown",1,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,2,1,3,2,3,2,3,2,1,1,2,2.28571428571429,1.69230769230769,1.98901098901099
"Sphyrna _ lewini","Scalloped hammerhead","Scalloped hammerhead - Atlantic and Gulf of Mexico","Atlantic and Gulf of Mexico","Yes","Yes",2,1,0,3,3,2,3,2,3,3,1,2,1,1,2,3,1,3,3,1,1,1,1,1,3,2,3,1,1.85714285714286,1.84615384615385,1.85164835164835
"Sphyrna _ tiburo","Bonnethead shark","Atlantic Small Coastal Shark Complex","","Unknown","Unknown",2,2,2,2,2,2,2,3,2,2,1,2,2,1,1,3,1,2,2,3,2,1,2,2,2,1,3,2,1.92857142857143,1.84615384615385,1.88736263736264
"Spisula _ solidissima","Atlantic surfclam","Atlantic surfclam - Mid-Atlantic Coast","Mid-Atlantic Coast","No","No",2,3,0,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,3,2,2,2,2,3,2,2.38461538461538,2.19230769230769
"Squalus _ acanthias","Spiny dogfish","Spiny dogfish - Atlantic Coast","Atlantic Coast","No","No",2,2,1,3,3,3,2,2,3,3,1,2,2,1,3,3,1,3,2,1,1,1,3,2,3,3,3,3,1.92857142857143,2.46153846153846,2.19505494505495
"Squalus _ acanthias","Spiny dogfish","Spiny dogfish - Pacific Coast","Pacific Coast","No","No",2,2,2,2,2,2,2,2,3,3,1,2,2,1,3,3,1,3,2,1,1,1,3,2,3,3,3,3,1.92857142857143,2.30769230769231,2.11813186813187
"Squalus _ suckleyi","North Pacific spiny dogfish","North Pacific spiny dogfish - Gulf of Alaska","Gulf of Alaska","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,1,3,2,1,1,1,2,1,3,3,3,2,1.64285714285714,2.23076923076923,1.93681318681319
"Squalus _ suckleyi","Pacific spiny dogfish","Bering Sea / Aleutian Islands Shark Complex","","Unknown","Unknown",1,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,1,3,2,1,1,1,2,1,3,3,3,2,1.64285714285714,2.15384615384615,1.89835164835165
"Squalus _ suckleyi","Spiny dogfish","Gulf of Alaska Shark Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,3,3,1,2,1,1,3,3,1,3,2,1,1,1,2,1,3,3,3,2,1.78571428571429,2.15384615384615,1.96978021978022
"Stenotomus _ chrysops","Scup","Scup - Atlantic Coast","Atlantic Coast","No","No",2,3,1,3,2,3,3,3,3,3,1,3,2,2,2,1,3,2,1,2,2,3,3,2,2,2,1,3,2.35714285714286,2.23076923076923,2.29395604395604
"Thunnus _ alalunga","Albacore","Albacore - North Atlantic","North Atlantic","Unknown","Unknown",2,3,2,3,3,1,2,2,2,2,2,2,2,1,2,1,2,2,3,2,2,2,2,2,2,2,1,2,2,2.07692307692308,2.03846153846154
"Thunnus _ alalunga","Albacore","Albacore - North Pacific","North Pacific","Unknown","Unknown",2,3,0,3,3,3,3,2,2,2,2,2,2,1,2,1,2,2,3,2,2,2,2,2,2,2,1,2,2,2.15384615384615,2.07692307692308
"Thunnus _ alalunga","Albacore","Albacore - South Pacific","South Pacific","Unknown","Unknown",2,2,0,3,3,3,1,2,2,2,2,2,2,1,2,1,2,2,3,2,2,2,2,2,2,2,1,2,2,1.92307692307692,1.96153846153846
"Thunnus _ albacares","Yellowfin tuna","Yellowfin tuna - Atlantic","Atlantic","Unknown","Unknown",2,2,1,3,3,2,3,3,3,3,1,3,3,2,1,1,2,3,3,3,3,2,2,3,3,1,1,2,2.78571428571429,1.84615384615385,2.31593406593407
"Thunnus _ albacares","Yellowfin tuna","Yellowfin tuna - Eastern Pacific","Eastern Pacific","Unknown","Unknown",2,3,0,1,3,3,3,3,3,3,1,3,3,2,1,1,2,3,3,3,3,2,2,3,3,1,1,2,2.78571428571429,1.76923076923077,2.27747252747253
"Thunnus _ albacares","Yellowfin tuna","Yellowfin tuna - Western and Central Pacific","Western and Central Pacific","Unknown","Unknown",2,3,1,3,3,3,3,3,3,3,1,3,3,2,1,1,2,3,3,3,3,2,2,3,3,1,1,2,2.78571428571429,2,2.39285714285714
"Thunnus _ obesus","Bigeye tuna","Bigeye tuna - Atlantic","Atlantic","Unknown","Unknown",2,3,1,3,2,2,3,3,3,3,1,3,2,1,2,1,2,3,3,2,2,2,2,2,3,2,1,2,2.42857142857143,2,2.21428571428571
"Thunnus _ obesus","Bigeye tuna","Bigeye tuna - Eastern Pacific","Eastern Pacific","Unknown","Unknown",1,3,0,1,2,3,3,3,3,3,1,3,2,1,2,1,2,3,3,2,2,2,2,2,3,2,1,2,2.42857142857143,1.76923076923077,2.0989010989011
"Thunnus _ obesus","Bigeye tuna","Bigeye tuna - Western and Central Pacific","Western and Central Pacific","Unknown","Unknown",2,3,1,3,3,3,3,3,3,3,1,3,2,1,2,1,2,3,3,2,2,2,2,2,3,2,1,2,2.42857142857143,2.15384615384615,2.29120879120879
"Thunnus _ orientalis","Pacific bluefin tuna","Pacific bluefin tuna - Pacific","Pacific","Unknown","Unknown",2,3,0,2,3,3,3,2,2,2,2,2,2,1,2,1,2,3,3,2,2,2,2,2,3,2,1,2,2.14285714285714,2.07692307692308,2.10989010989011
"Thunnus _ thynnus","Bluefin tuna","Bluefin tuna - Western Atlantic","Western Atlantic","Unknown","Unknown",2,3,0,3,3,2,3,2,2,2,2,2,2,1,2,1,1,3,3,1,1,1,2,2,3,2,1,2,1.85714285714286,2.07692307692308,1.96703296703297
"Trachidermus _ fasciatus","Roughspine sclupin","Bering Sea / Aleutian Islands Sculpin Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,3,2,1,2,3,3,2,3,2,2,1,2,2.28571428571429,1.92307692307692,2.1043956043956
"Triglops _ forficatus","Scissortail sclupin","Bering Sea / Aleutian Islands Sculpin Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,2,2,3,2,2,2,2,1,2,2.07142857142857,1.92307692307692,1.99725274725275
"Triglops _ metopias","Highbrow sculpin","Bering Sea / Aleutian Islands Sculpin Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,2,2,3,2,2,2,2,1,2,2.07142857142857,1.92307692307692,1.99725274725275
"Triglops _ pingelii","Ribbed sclupin","Bering Sea / Aleutian Islands Sculpin Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,2,2,3,2,2,2,2,1,2,2.07142857142857,1.92307692307692,1.99725274725275
"Triglops _ scepticus","Spectacled sclupin","Bering Sea / Aleutian Islands Sculpin Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,2,1,2,2,3,2,2,2,2,1,2,2,1.92307692307692,1.96153846153846
"Urophycis _ chuss","Red hake","Red hake - Gulf of Maine / Northern Georges Bank","Gulf of Maine / Northern Georges Bank","Unknown","Unknown",2,3,0,3,3,3,2,2,2,2,2,2,2,1,2,1,2,3,2,2,2,2,2,2,3,2,1,2,2.07142857142857,2.07692307692308,2.07417582417582
"Urophycis _ chuss","Red hake","Red hake - Southern Georges Bank / Mid-Atlantic","Southern Georges Bank / Mid-Atlantic","Unknown","Unknown",1,3,0,3,3,3,2,2,2,2,2,2,2,1,2,1,2,3,2,2,2,2,2,2,3,2,1,2,2.07142857142857,2,2.03571428571429
"Urophycis _ tenuis","White hake","White hake - Gulf of Maine / Georges Bank","Gulf of Maine / Georges Bank","Unknown","Unknown",2,2,1,3,3,3,3,2,2,2,2,2,2,1,2,1,2,3,2,1,1,2,2,2,3,2,1,2,1.92857142857143,2.15384615384615,2.04120879120879
"Variola _ louti","Lyretail grouper","Guam Bottomfish Multi-species Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,2,2,2,3,3,2,2,2,3,1,2,2.14285714285714,2.07692307692308,2.10989010989011
"Variola _ louti","Lyretail grouper","Northern Mariana Islands Bottomfish Multi-species Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,2,2,2,3,3,2,2,2,3,1,2,2.14285714285714,2.07692307692308,2.10989010989011
"Xiphias _ gladius","Swordfish","Swordfish - Eastern Pacific","Eastern Pacific","Unknown","Unknown",2,1,0,3,3,3,1,3,3,3,1,3,2,1,2,1,2,3,3,1,2,2,2,2,3,2,1,2,2.35714285714286,1.76923076923077,2.06318681318681
"Xiphias _ gladius","Swordfish","Swordfish - North Atlantic","North Atlantic","Unknown","Unknown",2,2,1,3,3,2,3,3,3,3,1,3,2,1,2,1,2,3,3,1,2,2,2,2,3,2,1,2,2.35714285714286,2,2.17857142857143
"Xiphias _ gladius","Swordfish","Swordfish - Western and Central North Pacific","Western and Central North Pacific","Unknown","Unknown",2,2,1,3,3,3,3,3,3,3,1,3,2,1,2,1,2,3,3,1,2,2,2,2,3,2,1,2,2.35714285714286,2.07692307692308,2.21703296703297
"Zoarces _ americanus","Ocean pout","Ocean pout - Northwestern Atlantic Coast","Northwestern Atlantic Coast","Unknown","Unknown",1,3,0,3,2,2,2,2,2,2,2,2,2,1,2,1,2,3,2,1,2,2,2,2,3,2,1,2,2,1.84615384615385,1.92307692307692
